,date,mining_profitability,transactions,market_cap,sent_addresses,av_transaction_size,median_transaction_size,send_usd,hashrate,top_100_percent,confirmation_time,block_size,tweets,av_transaction_value,difficulty,fee_reward,google_trends,active_addresses,median_transaction_value,price,full_name,coin
3751,2020/10/23,0.0987,323738,239639732083,528238,,3.365,8646038586,1.2623628947363E+20,13.9,10.992,903493,35777,109503,19997335994446,14.964,54.551,814030,612.06,12936,bitcoin,btc
3752,2020/10/24,0.0914,306622,241312530924,468216,,1.637,5923420663,1.4880082602587E+20,13.873,9.474,885590,32175,78987,19997335994446,8.994,47.847,948245,401.625,13026,bitcoin,btc
3753,2020/10/25,0.0792,242156,241929836157,379058,,1.749,5110145132,1.3135874756943E+20,13.868,12.308,873666,28445,88340,19997335994446,8.197,46.368,713541,465.349,13058,bitcoin,btc
3754,2020/10/26,0.0895,252384,242188433433,394932,,3.609,7712799912,1.1662993013432E+20,13.796,13.091,884770,36554,146791,19997335994446,13.938,50.059,684411,731.193,13072,bitcoin,btc
3755,2020/10/27,0.111,251839,247531343929,407095,,5.669,7936846168,9.7948911951119E+19,13.745,14.545,898418,44889,132785,19997335994446,23.711,58.982,670055,947.859,13360,bitcoin,btc
3756,2020/10/28,0.113,261240,249277420651,422999,,6.88,9470942671,1.0114554796126E+20,13.726,14.4,888910,36385,137062,19997335994446,26.622,62.01,702641,905.604,13454,bitcoin,btc
3757,2020/10/29,0.116,275962,246799335823,466395,,7.405,7923941008,1.0769937000363E+20,13.729,13.333,898690,36808,117601,19997335994446,27.756,51.983,748561,781.71,13319,bitcoin,btc
3758,2020/10/30,0.116,268253,248942586301,469886,,7.713,7649947178,1.1031909320148E+20,13.726,12.973,900122,32806,117693,19997335994446,27.448,49.075,776502,728.944,13435,bitcoin,btc
3759,2020/10/31,0.129,275683,254568907163,444462,,7.473,6402113604,1.0299929528875E+20,13.737,12.743,904920,49308,84301,19997335994446,27.22,51.763,708615,609.705,13738,bitcoin,btc
3760,2020/11/01,0.107,276155,255190960574,431067,,3.624,5403808271,1.2328148030167E+20,13.739,11.52,905359,40439,106453,19997335994446,18.55,49.153,773189,468.186,13771,bitcoin,btc
3761,2020/11/02,0.0957,224514,252042613279,414128,,7.34,8607186228,1.1416562910782E+20,13.667,15.158,889497,32602,155426,19997335994446,26.087,50.443,676186,858.621,13600,bitcoin,btc
3762,2020/11/03,0.157,331533,252248202046,568258,,6.988,13553195441,1.0125277736611E+20,13.338,10.286,894631,36459,131755,17865273539019,24.856,46.903,899431,623.263,13611,bitcoin,btc
3763,2020/11/04,0.13,320538,257580343743,553186,,3.552,8406253200,1.2772331208242E+20,13.286,9.057,867418,47315,88597,16787779609933,17.11,45.064,1004914,537.231,13898,bitcoin,btc
3764,2020/11/05,0.137,318521,272571557318,562857,,6.404,12288570660,1.2634362353241E+20,13.274,9.796,886166,60368,144276,16787779609933,22.095,71.034,886135,839.729,14706,bitcoin,btc
3765,2020/11/06,0.15,340198,288753610239,580499,,6.153,11539413325,1.2410947028833E+20,13.306,9.412,890138,47823,141425,16787779609933,20.066,78.601,900624,723.079,15578,bitcoin,btc
3766,2020/11/07,0.125,270755,284614900751,464754,,2.67,6855705714,1.2850870827437E+20,13.311,9.863,878499,33705,91389,16787779609933,12.913,63.441,940399,539.154,15354,bitcoin,btc
3767,2020/11/08,0.12,242909,281639994889,421584,,1.337,6383336693,1.2115288030985E+20,13.279,10.435,874278,30699,93716,16787779609933,9.992,58.847,795155,458.397,15193,bitcoin,btc
3768,2020/11/09,0.151,326198,285166335387,549101,,1.924,9488496136,1.3246415227776E+20,13.303,7.784,867467,35977,101043,16787779609933,10.954,64.083,1008916,534.207,15382,bitcoin,btc
3769,2020/11/10,0.119,303123,284091148987,534439,,3.463,9414597967,1.382506407015E+20,13.327,9.796,825819,35104,109159,16787779609933,14.428,54.904,861118,643.791,15323,bitcoin,btc
3770,2020/11/11,0.133,322130,288949076795,554762,,2.671,8967999115,1.1984305172545E+20,13.294,9.796,876342,39657,100195,16787779609933,10.617,56.897,859137,596.236,15585,bitcoin,btc
3771,2020/11/12,0.138,324695,295157751958,556501,,2.383,9930069844,1.2723611579997E+20,13.261,9,833967,44220,96106,16787779609933,9.33,64.538,879364,606.268,15919,bitcoin,btc
3772,2020/11/13,0.121,299901,302039249786,528875,,2.458,9069822066,1.3096645760845E+20,13.261,10.36,849962,48337,85700,16787779609933,10.379,66.687,834547,663.727,16289,bitcoin,btc
3773,2020/11/14,0.125,273369,297523177768,475660,,1.3,5647692359,1.2135903915335E+20,13.268,10.141,821040,37293,111617,16787779609933,6.252,57.319,825901,484.122,16045,bitcoin,btc
3774,2020/11/15,0.132,252565,296705717687,431625,,0.718,5459464416,1.1876920746963E+20,13.304,9.6,782377,33836,101233,16787779609933,4.333,52.889,730343,394.137,16000,bitcoin,btc
3775,2020/11/16,0.131,311317,303468418075,533818,,2.033,8226066162,1.3510014987348E+20,13.319,9,818483,47177,190135,17040598812945,7.707,66.773,899318,624.886,16364,bitcoin,btc
3776,2020/11/17,0.133,347615,316616467403,596183,,2.602,10392720740,1.3774081877844E+20,13.302,9.172,879107,74813,148798,17596801059572,8.451,91.029,980026,678.838,17072,bitcoin,btc
3777,2020/11/18,0.144,361838,331614473155,619800,,2.505,12948023005,1.4345291414444E+20,13.298,8.521,871947,70679,144735,17596801059572,8.465,107.17,1028416,680.633,17879,bitcoin,btc
3778,2020/11/19,0.136,310924,330884140853,551137,,2.682,9215651017,1.2476950702337E+20,13.284,10.511,888206,43267,136414,17596801059571,9.945,84.864,888614,693.031,17839,bitcoin,btc
3779,2020/11/20,0.146,347858,339882390673,575731,,2.043,12577029912,1.41749530192E+20,13.258,8.571,873616,47903,129524,17596801059572,6.782,90.373,996757,642.636,18323,bitcoin,btc
3780,2020/11/21,0.141,311020,346998182461,487394,,1.133,7633641191,1.4591600555728E+20,13.27,8.521,763686,45874,114639,17596801059572,4.254,91.099,849118,476.791,18706,bitcoin,btc
3781,2020/11/22,0.133,270951,341881934424,442309,,0.84,6327345356,1.5481073979534E+20,13.243,8.276,620154,43581,129720,17596801059572,2.862,80.737,759506,405.064,18429,bitcoin,btc
3782,2020/11/23,0.129,297693,342148676943,516673,,1.592,9191218601,1.3973373138358E+20,13.25,9.796,803438,47594,139125,17596801059572,5.801,83.14,867913,632.251,18442,bitcoin,btc
3783,2020/11/24,0.147,333157,349688000445,577976,,2.538,12088771430,1.1989950502811E+20,13.199,10.588,898093,78971,132706,17596801059571,9.219,111.375,902567,776.838,18848,bitcoin,btc
3784,2020/11/25,0.159,361835,353717448412,619471,,2.734,11340560324,1.2787305072576E+20,13.214,9.29,895210,46379,116536,17596801059572,9.243,103.341,972205,661.104,19064,bitcoin,btc
3785,2020/11/26,0.135,323825,323007637522,547517,,2.919,12892276106,1.3412512136427E+20,13.225,9.6,890431,53237,122744,17596801059572,9.975,119.68,986947,769.452,17408,bitcoin,btc
3786,2020/11/27,0.133,322291,315359554410,542931,,2.317,11370646114,1.3406954524457E+20,13.342,9.351,894662,44777,97912,17596801059572,8.049,85.364,965615,600.844,16995,bitcoin,btc
3787,2020/11/28,0.127,293795,321340963899,476906,,1.558,5974034884,1.3907577524168E+20,13.341,9.351,882890,37071,76433,17596801059572,5.577,73.524,919013,478.523,17316,bitcoin,btc
3788,2020/11/29,0.128,263423,333932519943,424950,,1.195,7491720717,1.3700163214461E+20,13.365,9.6,731012,33292,87098,18158528379021,4.081,70.163,717058,476.56,17994,bitcoin,btc
3789,2020/11/30,0.119,256438,350797019411,468440,,2.836,12185203005,1.2350800257236E+20,13.351,12.743,891995,66042,166109,19157154724710,9.292,99.248,749325,862.722,18902,bitcoin,btc
3790,2020/12/01,0.16,377916,357750178426,643210,,4.259,15106382639,1.3236661154197E+20,13.409,9.474,906017,60008,107053,19157154724710,13.271,99.988,1031232,845.304,19276,bitcoin,btc
3791,2020/12/02,0.147,326888,351731862259,581786,,4.375,9838858258,1.223653603589E+20,13.401,10.992,902713,48309,97121,19157154724710,13.839,80.281,870866,691.858,18951,bitcoin,btc
3792,2020/12/03,0.152,346764,357870822837,590303,,4.545,9270887982,1.4280189501742E+20,13.405,9.172,886299,44375,84605,19157154724710,12.941,75.845,995706,622.343,19280,bitcoin,btc
3793,2020/12/04,0.136,318750,355156931781,556075,,3.569,11372176004,1.4169588693302E+20,13.395,10,881962,46085,114268,19157154724710,10.787,73.136,933071,628.418,19133,bitcoin,btc
3794,2020/12/05,0.129,282455,352692437107,481834,,2.159,6152729636,1.4276559453856E+20,13.387,10,884096,39802,102529,19157154724710,7.186,67.984,931274,494.94,19000,bitcoin,btc
3795,2020/12/06,0.137,258488,355521861692,426830,,1.5,5949622087,1.253224356665E+20,13.386,10.588,852724,39953,98649,19157154724710,5.391,62.416,753794,480.643,19151,bitcoin,btc
3796,2020/12/07,0.132,300756,356578562352,513146,,2.309,8955966221,1.4633968333101E+20,13.394,9.6,789558,45372,99194,19157154724710,6.809,64.432,840417,638.838,19207,bitcoin,btc
3797,2020/12/08,0.134,330826,351920446456,561188,,2.162,9796034440,1.3740291946125E+20,13.435,10,871672,46222,92713,19157154724710,7.429,66.361,918517,591.174,18955,bitcoin,btc
3798,2020/12/09,0.133,320940,339266066947,566301,,2.113,9513894981,1.2963121275264E+20,13.415,10.36,887075,42250,111953,19157154724710,7.701,67.438,934549,635.376,18273,bitcoin,btc
3799,2020/12/10,0.131,313519,340043357954,549439,,2.194,12285573570,1.2423595220233E+20,13.304,11.077,896062,37279,114790,19157154724710,8.23,62.079,828419,599.009,18314,bitcoin,btc
3800,2020/12/11,0.123,304597,333258733065,544153,,1.972,8979084112,1.3651777670037E+20,13.325,10.435,889584,35891,83724,19157154724710,7.559,62.399,921991,623.851,17948,bitcoin,btc
3801,2020/12/12,0.128,295278,343009970491,487982,,1.573,7763168500,1.2590602764533E+20,13.347,10.909,889491,38898,88778,19157154724710,5.78,55.615,829507,502.712,18472,bitcoin,btc
3802,2020/12/13,0.14,276004,355014926629,447135,,1.194,8925961352,1.3825004415398E+20,13.353,9.231,773797,39491,114782,19144667899933,3.871,61.014,836088,494.122,19117,bitcoin,btc
3803,2020/12/14,0.131,314205,355952101851,527666,,1.916,10048459011,1.4132087879625E+20,13.378,9.931,803565,38737,126586,18670168558400,6.138,58.859,855678,606.274,19167,bitcoin,btc
3804,2020/12/15,0.138,320300,359418233760,543410,,2.161,11559439205,1.3246479953866E+20,13.41,10.286,884225,43739,130474,18670168558400,7.415,61.774,884337,662.407,19353,bitcoin,btc
3805,2020/12/16,0.145,315074,372509946621,551964,,2.713,15795410015,1.3447933741979E+20,13.342,10.07,885813,127155,172428,18670168558400,8.21,117.232,927577,751.123,20057,bitcoin,btc
3806,2020/12/17,0.182,309352,419735684885,553541,,6.4,19003195284,1.2026223626667E+20,13.317,11.163,887968,120169,182795,18670168558400,16.822,192.788,908298,1112,22598,bitcoin,btc
3807,2020/12/18,0.198,375392,424886318895,634230,,6.62,19646389426,1.3571496018183E+20,13.324,9.172,899310,67616,148373,18670168558400,16.617,130.392,1034114,819.113,22874,bitcoin,btc
3808,2020/12/19,0.177,343378,433566744499,531590,,4.22,10417708175,1.463179766499E+20,13.332,9.114,901252,56872,113117,18670168558400,10.837,110.526,997317,577.824,23341,bitcoin,btc
3809,2020/12/20,0.16,281892,438289646038,446664,,2.4,8458459195,1.4966130438027E+20,13.32,9.536,874789,62679,110656,18670168558400,7.23,106.984,904131,504.681,23594,bitcoin,btc
3810,2020/12/21,0.174,269698,432055084132,480688,,5.846,13503724973,1.3190998693097E+20,13.331,10.588,873350,61296,150281,18670168558400,14.023,118.205,1002870,918.724,23257,bitcoin,btc
3811,2020/12/22,0.18,324020,428868192102,560460,,5.125,17047842782,1.3201005429876E+20,13.344,10.07,897709,45927,145329,18670168558400,12.961,99.304,991004,772.834,23084,bitcoin,btc
3812,2020/12/23,0.193,338309,437771380938,578372,,5.165,16942030061,1.3479044234912E+20,13.314,9.351,898959,43942,139646,18670168558400,12.944,94.045,943947,803.542,23562,bitcoin,btc
3813,2020/12/24,0.153,269433,433049203585,472583,,5.109,12593707842,1.3645372908571E+20,13.311,11.429,908161,42618,182903,18670168558400,11.911,82.386,822984,760.405,23307,bitcoin,btc
3814,2020/12/25,0.193,303757,446181741789,483033,,4.179,8972824867,1.2354523831677E+20,13.319,10,893671,49739,161471,18670168558400,9.323,99.072,886517,623.668,24013,bitcoin,btc
3815,2020/12/26,0.186,273817,469229850924,458612,,2.677,11060680731,1.2540364621535E+20,13.323,10.511,870103,72172,185614,18670168558400,7.525,139.954,802963,767.462,25252,bitcoin,btc
3816,2020/12/27,0.202,308857,502876483824,514047,,4.327,14853295006,1.3652903166472E+20,13.375,9.73,896948,88788,220244,18670168558400,9.05,183.153,941880,783.955,27061,bitcoin,btc
3817,2020/12/28,0.205,308823,501355786563,538901,,4.39,18788416695,1.4461147950749E+20,13.262,9,891069,59779,172956,18600034145238,9.057,146.046,1013140,811.977,26978,bitcoin,btc
3818,2020/12/29,0.209,336159,495803535895,581012,,4.387,18964680930,1.3446550673795E+20,13.261,9.474,906078,56236,146421,18599593048300,10.029,128.499,966765,789.286,26678,bitcoin,btc
3819,2020/12/30,0.206,338086,522787230190,601557,,4.693,20423990747,1.6115881546419E+20,13.237,8.372,881822,80886,144967,18599593048300,8.914,142.465,1077900,836.243,28128,bitcoin,btc
3820,2020/12/31,0.222,344752,536723362544,610371,,5.04,19012516943,1.4963126824405E+20,13.22,8.675,897794,68822,162863,18599593048300,9.871,144.616,1038604,751.424,28876,bitcoin,btc
3821,2021/01/01,0.191,257931,543882805825,447404,,1.918,14730352267,1.5005314200704E+20,13.2,9.664,862928,55480,181787,18599593048300,4.996,139.53,859815,598.957,29260,bitcoin,btc
3822,2021/01/02,0.23,296960,570728700500,513880,,4.322,20788944466,1.3659660888107E+20,13.144,9.536,866347,145059,223687,18599593048300,7.791,243.368,961594,933.622,30703,bitcoin,btc
3823,2021/01/03,0.253,358958,621947957425,576513,,4.163,18878146248,1.4199977045558E+20,13.295,9.114,885239,141596,206058,18599593048300,8.05,285.763,1015297,737.03,33457,bitcoin,btc
3824,2021/01/04,0.241,373561,592273631890,607660,,4.951,24056848569,1.5740316975743E+20,13.253,8.324,891879,82412,163866,18599593048300,9.139,235.192,1086071,893.183,31858,bitcoin,btc
3825,2021/01/05,0.235,353934,599505796101,603641,,5.566,21742333420,1.5043412986508E+20,13.329,9.172,892167,68133,201248,18599593048300,10.361,195.552,1031762,831.262,32246,bitcoin,btc
3826,2021/01/06,0.274,397207,648034978121,646393,,6.09,25977572456,1.5684542671397E+20,13.315,8.136,900392,86631,186932,18599593048300,10.412,222.708,1159867,807.417,34854,bitcoin,btc
3827,2021/01/07,0.281,401576,707107228048,634789,,6.618,33644558472,1.5845768881433E+20,13.341,8.571,884662,125036,261365,18599593048300,10.483,320.982,1085501,1059,38029,bitcoin,btc
3828,2021/01/08,0.293,358378,739869506200,598784,,8.363,33439833803,1.4381295025593E+20,13.424,9.73,900016,113560,279559,18599593048300,12.779,326.105,1028435,1193,39789,bitcoin,btc
3829,2021/01/09,0.28,321250,751119043944,527876,,7.241,20525212677,1.4117723492186E+20,13.454,10.36,873049,84725,241819,19365166707095,11.294,247.748,939856,795.948,40392,bitcoin,btc
3830,2021/01/10,0.281,331706,738824316064,530495,,5.646,20454697047,1.5347348062506E+20,13.47,9.057,904148,74964,215775,20607418304386,8.473,243.614,1004594,754.566,39729,bitcoin,btc
3831,2021/01/11,0.234,333804,638184159208,564813,,7.4,25502235431,1.6118128019011E+20,13.435,9.351,885838,109316,250597,20607418304386,12.26,365.735,1016794,1182,34315,bitcoin,btc
3832,2021/01/12,0.239,336479,648350935446,563323,,8.785,23249270039,1.5889865011137E+20,13.497,9.73,881057,83880,228942,20607418304386,15.137,273.205,1012517,952.463,34860,bitcoin,btc
3833,2021/01/13,0.248,319015,644524509047,549888,,7.568,20852571143,1.5161745372108E+20,13.513,9.474,909883,91811,193450,20607418304386,12.575,236.667,1022092,855.41,34653,bitcoin,btc
3834,2021/01/14,0.26,338662,716031682705,561369,,8.97,27632840556,1.5697518868271E+20,13.588,9.796,881406,106170,219840,20607418304386,13.344,240.816,990896,942.919,38495,bitcoin,btc
3835,2021/01/15,0.28,343847,697478706094,574484,,8.249,26292418050,1.493468876927E+20,13.577,9.29,884600,70388,189178,20607418304386,13.194,212.533,1031438,815.48,37496,bitcoin,btc
3836,2021/01/16,0.229,308314,685739873854,505198,,5.327,15752925068,1.6189530201558E+20,13.562,9.796,891606,62189,203033,20607418304386,8.789,175.92,987275,641.398,36863,bitcoin,btc
3837,2021/01/17,0.243,271741,663671258596,433973,,4.145,13337911168,1.320352327186E+20,13.56,10.827,879911,59161,187109,20607418304386,7.391,165.076,827141,630.344,35675,bitcoin,btc
3838,2021/01/18,0.234,313671,670595370544,512890,,5.48,17849641308,1.5289718662712E+20,13.574,9.931,884254,69189,205468,20607418304386,8.548,155.218,907480,838.294,36046,bitcoin,btc
3839,2021/01/19,0.254,324934,685922856163,554376,,6.13,25379289187,1.4937706323957E+20,13.491,9.664,878644,70173,239498,20607418304386,9.485,150.26,960625,863.654,36868,bitcoin,btc
3840,2021/01/20,0.23,314668,654460457834,560621,,5.727,24578795885,1.4937650534112E+20,13.505,10.213,896405,61204,227649,20607418304386,9.615,149.039,942868,791.412,35175,bitcoin,btc
3841,2021/01/21,0.235,290625,613453358456,544473,,6.825,20737066031,1.3005844541485E+20,13.534,11.163,883624,79347,250620,20607418304386,12.978,180.044,901497,980.926,32969,bitcoin,btc
3842,2021/01/22,0.211,323727,592637150824,570547,,6.178,17562720817,1.4999471479439E+20,13.565,10.213,894616,79570,196790,20607418304386,11.514,196.04,991335,785.029,31849,bitcoin,btc
3843,2021/01/23,0.24,308120,601912465768,531390,,4.133,11480671801,1.4172944541953E+20,13.545,9.231,884614,52802,171672,20736254808568,7.302,141.251,925527,550.697,32346,bitcoin,btc
3844,2021/01/24,0.184,253832,599973416594,451301,,3.224,8595271481,1.621708488539E+20,13.572,10.36,895871,50983,192405,20823531150112,6.217,130.118,860994,550.733,32240,bitcoin,btc
3845,2021/01/25,0.227,308962,620759574654,551396,,5.394,15671387458,1.4309254817966E+20,13.617,10.286,871356,63766,249678,20823531150112,10.324,132.698,903873,833.924,33356,bitcoin,btc
3846,2021/01/26,0.216,336774,596513850313,562005,,4.147,16064540125,1.6119725871065E+20,13.659,8.944,878139,55828,162065,20823531150112,7.518,128.351,1021172,646.672,32051,bitcoin,btc
3847,2021/01/27,0.206,323411,580192445847,569752,,4.36,20577713225,1.4708933069327E+20,13.602,10.141,902598,60652,192242,20823531150112,8.565,138.327,895064,731.571,31173,bitcoin,btc
3848,2021/01/28,0.205,325001,591077512946,552561,,4.521,19448788528,1.5354897583268E+20,13.563,9.931,892949,84933,213082,20823531150112,8.662,141.191,963465,723.503,31756,bitcoin,btc
3849,2021/01/29,0.253,340884,652078893983,645925,,8.206,31502730286,1.5445082269006E+20,13.544,9.474,885182,200783,256129,20823531150112,14.989,226.037,1070393,1017,35032,bitcoin,btc
3850,2021/01/30,0.215,312177,633986608265,528180,,7.697,15771521578,1.5642392673366E+20,13.59,10.588,897668,93578,213434,20823531150112,14.013,159.379,907122,690.014,34058,bitcoin,btc
3851,2021/01/31,0.239,290609,622728732915,474151,,5.938,14459034441,1.4024980039849E+20,13.559,10,885259,68163,229107,20823531150112,10.053,137.955,906917,551.778,33452,bitcoin,btc
3852,2021/02/01,0.21,277460,627398526505,515443,,8.33,18988744231,1.3966052880558E+20,13.57,12.101,883019,91439,227453,20823531150112,14.66,136.247,865084,940.705,33701,bitcoin,btc
3853,2021/02/02,0.275,367682,645814900638,629499,,7.587,18554069093,1.3932826208829E+20,13.578,9.412,888860,80624,186519,20823531150112,13.455,125.947,1039618,817.777,34689,bitcoin,btc
3854,2021/02/03,0.238,344275,680502447749,596058,,8.232,18490772355,1.6428928299244E+20,13.556,9.6,897618,87809,219147,20823531150112,12.53,133.67,1037138,895.086,36550,bitcoin,btc
3855,2021/02/04,0.282,367628,698791262788,653539,,8.982,24720193595,1.5556069935781E+20,13.585,9,894317,76348,222573,20823531150112,14.307,141.373,1037257,847.983,37530,bitcoin,btc
3856,2021/02/05,0.261,360372,700268158149,612783,,8.019,24110806493,1.7261614634248E+20,13.535,8.521,889176,97415,204417,20823531150112,11.991,124.247,1108800,745.704,37607,bitcoin,btc
3857,2021/02/06,0.26,333727,741190194318,548661,,7.167,18457318530,1.700208753444E+20,13.603,9.057,894488,107331,257125,21384451039676,10.643,155.419,960824,782.127,39803,bitcoin,btc
3858,2021/02/07,0.242,286208,720772640216,482676,,5.43,16301716630,1.6950371182931E+20,13.608,9.231,849970,77886,276875,21434395961349,7.996,135.048,987989,644.307,38705,bitcoin,btc
3859,2021/02/08,0.269,335061,762064165159,567828,,8.885,31259263497,1.7446548948436E+20,13.602,8.889,852911,212923,276328,21434395961349,11.706,299.08,1034730,1021,40920,bitcoin,btc
3860,2021/02/09,0.321,359994,869423848093,622948,,13.752,39944679612,1.5876513941607E+20,13.641,10.07,905196,159207,440838,21434395961349,18.021,346.188,null,1231,46682,bitcoin,btc
3861,2021/02/10,0.304,340615,852406280857,597506,,12.101,28974203615,1.6003580818481E+20,13.81,10.07,901470,124292,290471,21434395961349,15.841,235.809,1097361,1020,45766,bitcoin,btc
3862,2021/02/11,0.33,304610,861270074548,545208,,14.944,26557293013,1.3900984386648E+20,13.835,11.163,897509,115390,361426,21434395961349,18.698,219.731,895827,1115,46240,bitcoin,btc
3863,2021/02/12,0.35,343164,886455370101,594556,,14.385,27085894527,1.4807493977312E+20,13.817,10.141,897930,122503,297144,21434395961349,18.577,208.997,1003015,1006,47590,bitcoin,btc
3864,2021/02/13,0.338,336467,880503283984,530863,,9.57,15577045957,1.5749096662777E+20,13.704,9.172,891829,93740,214028,21434395961349,12.831,174.751,1030851,702.738,47268,bitcoin,btc
3865,2021/02/14,0.293,295280,904811193938,445522,,6.691,15572294315,1.7040705942111E+20,13.722,9.73,890478,99797,310113,21434395961349,10.129,191.921,984234,744.446,48570,bitcoin,btc
3866,2021/02/15,0.334,311170,891498476741,507154,,9.571,21479953401,1.5358557310609E+20,13.689,9.474,873226,101777,365059,21434395961349,11.5,193.373,1012403,938.466,47853,bitcoin,btc
3867,2021/02/16,0.312,296267,910000727743,498335,,10.656,24884132144,1.3699204046423E+20,13.714,11.901,899261,147792,414566,21434395961349,13.702,217.722,548331,1122,48845,bitcoin,btc
3868,2021/02/17,0.363,317528,948281220297,546245,,12.024,29619088434,1.4084050757731E+20,13.736,10.435,901205,147890,332898,21434395961349,14.109,247.785,314475,1217,50897,bitcoin,btc
3869,2021/02/18,0.332,316815,967025141247,543082,,12.606,29726617496,1.5700406476231E+20,13.777,10.511,886938,116096,360742,21434395961349,14.722,220.579,951004,1148,51901,bitcoin,btc
3870,2021/02/19,0.391,341433,988641891602,594241,,12.95,35518331149,1.513893154981E+20,13.827,9.412,888791,150898,367522,21455226865438,14.401,242.065,1049796,1181,53058,bitcoin,btc
3871,2021/02/20,0.366,320329,1048588622980,543952,,12.975,28636615639,1.6313386728074E+20,13.783,9.863,882088,118093,385518,21724134900047,13.947,276.35,999752,1147,56272,bitcoin,btc
3872,2021/02/21,0.363,271504,1062609545976,445972,,10.696,29842416283,1.5639717351177E+20,13.926,10.213,849622,111638,374617,21724134900047,11.558,242.073,923185,1085,57022,bitcoin,btc
3873,2021/02/22,0.35,285250,1019916949654,502736,,13.601,33115033455,1.5077124693454E+20,13.943,10.827,876642,110348,381885,21724134900047,13.69,277.215,936716,1411,54729,bitcoin,btc
3874,2021/02/23,0.357,287757,912835521161,534135,,15.387,40592103789,1.3386710547558E+20,13.97,11.339,888244,131691,375111,21724134900047,18.902,351.403,893364,1626,48981,bitcoin,btc
3875,2021/02/24,0.371,357933,927959656539,583808,,12.995,33197678290,1.586195637043E+20,13.986,9.057,886572,103733,294958,21724134900047,16.023,260.819,1035468,1006,49790,bitcoin,btc
3876,2021/02/25,0.323,325960,931775926737,558794,,11.976,45680184010,1.7467016404266E+20,13.987,9.231,880952,82520,354656,21724134900047,13.533,207.33,1029740,1008,49992,bitcoin,btc
3877,2021/02/26,0.312,306277,869486176791,548907,,10.81,30923804102,1.5192212983605E+20,13.987,10.36,890723,81742,315004,21724134900047,14.636,216.981,943525,1015,46648,bitcoin,btc
3878,2021/02/27,0.301,320627,878454013478,497487,,7.027,17142819150,1.6972763782594E+20,13.98,9.172,892535,66315,246427,21724134900047,9.613,174.644,1067713,668.56,47126,bitcoin,btc
3879,2021/02/28,0.274,254185,835531312690,396315,,6.736,15384925519,1.4752217532994E+20,13.984,10.992,876713,73439,305361,21724134900047,9.208,192.524,890425,775.2,44822,bitcoin,btc
3880,2021/03/01,0.319,280355,887034718068,517568,,10.88,23676243023,1.3945547688737E+20,13.974,11.077,882333,89756,302693,21724134900047,13.045,188.287,844795,1068,47582,bitcoin,btc
3881,2021/03/02,0.329,338007,906623163709,576054,,10.012,26661090088,1.5171770452291E+20,13.988,10.07,895085,103342,271594,21724134900047,12.938,168.774,1012877,929.495,48631,bitcoin,btc
3882,2021/03/03,0.328,333250,939771853985,594177,,10.261,26822591540,1.6646114458583E+20,14.054,9.474,898009,94227,283547,21724134900047,12.261,160.235,1074771,984.487,50406,bitcoin,btc
3883,2021/03/04,0.304,289503,921372451483,533768,,9.759,24341165061,1.4853589342763E+20,14.066,11.25,892023,81460,259089,21724134900047,12.377,152.537,922105,994.804,49417,bitcoin,btc
3884,2021/03/05,0.332,317631,889568146765,566258,,8.476,26415045684,1.5007708989379E+20,14.141,9.664,881397,70950,267180,21724134900047,10.942,146.861,1008576,831.072,47709,bitcoin,btc
3885,2021/03/06,0.311,287811,906061024150,460127,,6.254,14460254085,1.6074931374431E+20,14.133,9.474,880871,40281,258644,21473685655440,7.583,128.115,1002900,697.77,48591,bitcoin,btc
3886,2021/03/07,0.324,260593,935995718269,442729,,6.312,16737731974,1.5221847506285E+20,14.11,9.863,875061,68935,410320,21448277761060,7.245,137.583,880049,846.965,50194,bitcoin,btc
3887,2021/03/08,0.325,291800,946934964205,505381,,7.344,27037379011,1.6533132908005E+20,14.08,9.29,852833,81828,340933,21448277761060,8.552,146.514,991359,925.55,50778,bitcoin,btc
3888,2021/03/09,0.332,299542,1006482027303,536341,,8.885,29962413984,1.5946391716503E+20,14.097,10.286,875432,85849,351313,21448277761060,10.731,171.991,908177,1135,53969,bitcoin,btc
3889,2021/03/10,0.375,344539,1032397602941,580651,,9.383,28894685618,1.5355720916523E+20,14.107,9.664,898425,81908,274143,21448277761060,10.591,170.42,1027662,1014,55356,bitcoin,btc
3890,2021/03/11,0.358,291113,1049378371684,537115,,11.063,30327009188,1.4711391170198E+20,14.117,10.909,893181,95858,325750,21448277761060,11.871,157.426,939125,1105,56264,bitcoin,btc
3891,2021/03/12,0.383,320594,1060175530645,563869,,10.245,30382121950,1.5635167152078E+20,14.135,9.6,884413,104787,248755,21448277761060,11.119,154.201,1038846,984.937,56840,bitcoin,btc
3892,2021/03/13,0.384,276929,1096262387096,494888,,11.456,26945740122,1.5465488058074E+20,14.158,10.07,853246,154790,254221,21448277761060,11.572,207.626,925503,1119,58772,bitcoin,btc
3893,2021/03/14,0.397,307893,1128089409418,482852,,8.212,23602464257,1.6282689349543E+20,14.201,9.172,892850,102059,257249,21448277761060,8.27,196.531,1015723,772.375,60475,bitcoin,btc
3894,2021/03/15,0.37,292083,1073660438971,543887,,11.511,33369754964,1.6139048637356E+20,14.297,9.73,870500,116563,256907,21448277761060,10.89,176.729,987942,1118,57111,bitcoin,btc
